strain	accession	genbank_accession_rev	strain_original	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	reverse	clade	outbreak	lineage	coverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	is_reverse_complement	authors	institution
OP764615	OP764615	OP764615.1	MPXV/Germany/2022/RKI557	2022-06-XX	Europe	Germany			Homo sapiens	2022-11-03		Brinkmann et al		IIb	hMPXV-1	B.1	0.9974849018046844	496.0	604.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
OP783902	OP783902	OP783902.1	hMPXV-CH-38347314/2022	2022-06-08	Europe	Switzerland			Homo sapiens	2022-11-07		Laubscher et al		IIb	hMPXV-1	B.1.5	0.9971553022427982	533.0	603.0	0.0	good	good	good	good	good		False	Laubscher,F., Marques-Melancia,S., Cordey,S., Schibler,M., Kaiser,L., Renzoni,A.	University Hospitals of Geneva, Laboratory of Virology
ON792321	ON792321	ON792321.1	hMpxV/Switzerland/ZH-UZH-IMV-3ba6450e/2022	2022-06-02	Europe	Switzerland	Zürich		Homo sapiens	2022-06-17		Kufner et al		IIb	hMPXV-1	B.1.1	0.984615306603654	3026.0	602.0	0.0	good	good	good	good	good	OPG205:73-788	False	Kufner,V., Ziltener,G., Zaheri,M., Schmutz,S., Audige,A., Bernasconi,O., Steiner,K., Huder,J., Shah,C., Capaul,R., Bloemberg,G., Boeni,J., Huber,M., Trkola,A.	
ON792322	ON792322	ON792322.1	hMpxV/Switzerland/ZH-UZH-IMV-3ba64538/2022	2022-06-02	Europe	Switzerland	Zürich		Homo sapiens	2022-06-17		Kufner et al		IIb	hMPXV-1	B.1.5	0.9999492923750944	0.0	606.0	10.0	good	good	good	good	good		False	Kufner,V., Ziltener,G., Zaheri,M., Schmutz,S., Audige,A., Bernasconi,O., Steiner,K., Huder,J., Shah,C., Capaul,R., Bloemberg,G., Boeni,J., Huber,M., Trkola,A.	
ON792320	ON792320	ON792320.1	hMpxV/Switzerland/ZH-UZH-IMV-3ba6449f/2022	2022-06-01	Europe	Switzerland	Zürich		Homo sapiens	2022-06-17		Kufner et al		IIb	hMPXV-1	B.1.3	0.999462499176001	102.0	607.0	4.0	good	good	good	good	good		False	Kufner,V., Ziltener,G., Zaheri,M., Schmutz,S., Audige,A., Bernasconi,O., Steiner,K., Huder,J., Shah,C., Capaul,R., Bloemberg,G., Boeni,J., Huber,M., Trkola,A.	
OP120938	OP120938	OP120938.1	MP03CHUAC	2022-06-XX	Europe	Spain			Homo sapiens	2023-01-18		Aja-Macaya et al		IIb	hMPXV-1	B.1	1.0	0.0	607.0	0.0	good	good	good	good	good		False	Aja-Macaya,P., Rumbo-Feal,S., Poza,M., Canizares,A., Vallejo,J.A., Bou,G.	Biomedical research institute (INIBIC), Microbiology
ON927243	ON927243	ON927243.1	MpxV/Spain/MD-HGUGM-6642566/2022	2022-06-21	Europe	Spain			Homo sapiens	2022-07-06		Palomino-Cabrera et al		IIb	hMPXV-1	B.1	0.9849956137904456	2957.0	592.0	2.0	good	good	good	good	good		False	Palomino-Cabrera,R., Penas-Utrilla,D., Buenestado-Serrano,S., Perez-Lago,L., Herranz Martin,M., Veintimilla,C., Catalan,P., Munoz,P., Garcia de Viedma,D.	
ON838939	ON838939	ON838939.1	8887	2022-06-06	Europe	Spain	Madrid		Homo sapiens	2022-06-24	SRR19793481, SRR19793480	de la Hoz-Sanchez et al		IIb	hMPXV-1	B.1	1.0	0.0	607.0	0.0	good	good	good	good	good		False	de la Hoz-Sanchez,B., Lopez-Ortiz,M., Gutierrez-Arroyo,A., Roces-Alvarez,P., Lazaro-Peona,F., Dahdouh,E., Bloise,I., Garcia-Rodriguez,J., Mingorance,J.	
OP414384	OP414384	OP414384.1	Monkeypox/PT0357/2022	2022-06-21	Europe	Portugal			Homo sapiens	2022-09-12		Isidro et al		IIb	hMPXV-1	B.1	0.975792179870087	3994.0	594.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP414300	OP414300	OP414300.1	Monkeypox/PT0259/2022	2022-06-19	Europe	Portugal			Homo sapiens	2022-09-12		Isidro et al		IIb	hMPXV-1	B.1	0.9784999670400438	3464.0	598.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP324532	OP324532	OP324532.1	Monkeypox/PT0222/2022	2022-06-24	Europe	Portugal			Homo sapiens	2022-08-29		Isidro et al		IIb	hMPXV-1	B.1	0.9653768337144856	6088.0	589.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP414296	OP414296	OP414296.2	Monkeypox/PT0255/2022	2022-06-18	Europe	Portugal			Homo sapiens	2022-09-12		Isidro et al		IIb	hMPXV-1	B.1.9	0.9467164277492408	9750.0	581.0	0.0	mediocre	good	good	good	good	OPG023:526-661	False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP324489	OP324489	OP324489.1	Monkeypox/PT0174/2022	2022-06-30	Europe	Portugal			Homo sapiens	2022-08-29		Isidro et al		IIb	hMPXV-1	B.1	0.986065544675953	1154.0	599.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP324540	OP324540	OP324540.1	Monkeypox/PT0232/2022	2022-06-21	Europe	Portugal			Homo sapiens	2022-08-29		Isidro et al		IIb	hMPXV-1	B.1	0.900876734834617	18362.0	551.0	0.0	mediocre	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP414343	OP414343	OP414343.1	Monkeypox/PT0309/2022	2022-06-06	Europe	Portugal			Homo sapiens	2022-09-12		Isidro et al		IIb	hMPXV-1	B.1	0.9772170641299333	3797.0	595.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP324512	OP324512	OP324512.2	Monkeypox/PT0201/2022	2022-06-27	Europe	Portugal			Homo sapiens	2022-08-29		Isidro et al		IIb	hMPXV-1	B.1	0.9577301238787276	7554.0	587.0	0.0	mediocre	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP414346	OP414346	OP414346.1	Monkeypox/PT0313/2022	2022-06-03	Europe	Portugal			Homo sapiens	2022-09-12		Isidro et al		IIb	hMPXV-1	B.1.7	0.9904517542302836	1127.0	601.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
ON843180	ON843180	ON843180.1	Monkeypox/PT0042/2022	2022-06-03	Europe	Portugal			Homo sapiens	2022-06-24		Isidro et al		IIb	hMPXV-1	B.1	0.9531562961122464	9238.0	579.0	0.0	mediocre	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	
OP414284	OP414284	OP414284.1	Monkeypox/PT0240/2022	2022-06-21	Europe	Portugal			Homo sapiens	2022-09-12		Isidro et al		IIb	hMPXV-1	B.1	0.956254531993976	7889.0	588.0	0.0	mediocre	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP414345	OP414345	OP414345.1	Monkeypox/PT0311/2022	2022-06-06	Europe	Portugal			Homo sapiens	2022-09-12		Isidro et al		IIb	hMPXV-1	B.1.9	0.9627451079818872	6603.0	588.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP414334	OP414334	OP414334.1	Monkeypox/PT0300/2022	2022-06-07	Europe	Portugal			Homo sapiens	2022-09-12		Isidro et al		IIb	hMPXV-1	B.1	0.9690227119451952	5427.0	589.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP414361	OP414361	OP414361.1	Monkeypox/PT0330/2022	2022-06-01	Europe	Portugal			Homo sapiens	2022-09-12		Isidro et al		IIb	hMPXV-1	B.1	0.9901576500058312	1113.0	601.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP414331	OP414331	OP414331.1	Monkeypox/PT0297/2022	2022-06-08	Europe	Portugal			Homo sapiens	2022-09-12		Isidro et al		IIb	hMPXV-1	B.1	0.9717102160651896	4881.0	590.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
ON843177	ON843177	ON843177.1	Monkeypox/PT0047/2022	2022-06-02	Europe	Portugal			Homo sapiens	2022-06-24		Isidro et al		IIb	hMPXV-1	B.1	0.9989554229269456	206.0	605.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	
OP324497	OP324497	OP324497.2	Monkeypox/PT0182/2022	2022-06-27	Europe	Portugal			Homo sapiens	2022-08-29		Isidro et al		IIb	hMPXV-1	B.1	0.9634296609181122	5646.0	587.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP414347	OP414347	OP414347.2	Monkeypox/PT0314/2022	2022-06-05	Europe	Portugal			Homo sapiens	2022-09-12		Isidro et al		IIb	hMPXV-1	B.1	0.9602452220740432	7144.0	584.0	0.0	mediocre	good	good	good	good	OPG023:526-661	False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP414302	OP414302	OP414302.1	Monkeypox/PT0262/2022	2022-06-17	Europe	Portugal			Homo sapiens	2022-09-12		Isidro et al		IIb	hMPXV-1	B.1	0.9560415599693726	7931.0	582.0	0.0	mediocre	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP324500	OP324500	OP324500.2	Monkeypox/PT0186/2022	2022-06-28	Europe	Portugal			Homo sapiens	2022-08-29		Isidro et al		IIb	hMPXV-1	B.1	0.9562849565689192	7849.0	586.0	0.0	mediocre	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP414325	OP414325	OP414325.1	Monkeypox/PT0290/2022	2022-06-14	Europe	Portugal			Homo sapiens	2022-09-12		Isidro et al		IIb	hMPXV-1	B.1	0.9947669731097464	352.0	603.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP324490	OP324490	OP324490.1	Monkeypox/PT0175/2022	2022-06-29	Europe	Portugal			Homo sapiens	2022-08-29		Isidro et al		IIb	hMPXV-1	B.1	0.9859235633262172	1186.0	593.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP324525	OP324525	OP324525.1	Monkeypox/PT0215/2022	2022-06-24	Europe	Portugal			Homo sapiens	2022-08-29		Isidro et al		IIb	hMPXV-1	B.1.9	0.9763702467940104	3824.0	596.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
ON843181	ON843181	ON843181.1	Monkeypox/PT0045/2022	2022-06-06	Europe	Portugal			Homo sapiens	2022-06-24		Isidro et al		IIb	hMPXV-1	B.1.9	0.987480287410818	2469.0	599.0	0.0	good	good	good	good	good	OPG023:526-661	False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	
OP414337	OP414337	OP414337.1	Monkeypox/PT0303/2022	2022-06-07	Europe	Portugal			Homo sapiens	2022-09-12		Isidro et al		IIb	hMPXV-1	B.1	0.9901018716184352	1268.0	603.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP324542	OP324542	OP324542.1	Monkeypox/PT0234/2022	2022-06-20	Europe	Portugal			Homo sapiens	2022-08-29		Isidro et al		IIb	hMPXV-1	B.1	0.947147442560938	9571.0	581.0	0.0	mediocre	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP324543	OP324543	OP324543.1	Monkeypox/PT0235/2022	2022-06-21	Europe	Portugal			Homo sapiens	2022-08-29		Isidro et al		IIb	hMPXV-1	B.1	0.9596620843876292	7015.0	581.0	0.0	mediocre	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
ON843178	ON843178	ON843178.1	Monkeypox/PT0040/2022	2022-06-02	Europe	Portugal			Homo sapiens	2022-06-24		Isidro et al		IIb	hMPXV-1	B.1	0.9988387953896628	229.0	605.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	
OP414342	OP414342	OP414342.1	Monkeypox/PT0308/2022	2022-06-06	Europe	Portugal			Homo sapiens	2022-09-12		Isidro et al		IIb	hMPXV-1	B.1	0.9748490180468437	4112.0	593.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP414339	OP414339	OP414339.1	Monkeypox/PT0305/2022	2022-06-06	Europe	Portugal			Homo sapiens	2022-09-12		Isidro et al		IIb	hMPXV-1	B.1	0.943552271955134	10394.0	584.0	0.0	mediocre	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP414332	OP414332	OP414332.1	Monkeypox/PT0298/2022	2022-06-08	Europe	Portugal			Homo sapiens	2022-09-12		Isidro et al		IIb	hMPXV-1	B.1	0.9887175534585136	1459.0	598.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP555464	OP555464	OP555464.1	Monkeypox/PT0367/2022	2022-06-27	Europe	Portugal			Homo sapiens	2022-09-30		Isidro et al		IIb	hMPXV-1	B.1	0.977688645041555	3610.0	596.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP324538	OP324538	OP324538.2	Monkeypox/PT0229/2022	2022-06-22	Europe	Portugal			Homo sapiens	2022-08-29		Isidro et al		IIb	hMPXV-1	B.1.9	0.9467519230866746	9517.0	577.0	0.0	mediocre	good	good	good	good	OPG023:526-661	False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP414310	OP414310	OP414310.1	Monkeypox/PT0270/2022	2022-06-16	Europe	Portugal			Homo sapiens	2022-09-12		Isidro et al		IIb	hMPXV-1	B.1.7	0.980791951685775	2984.0	599.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP414309	OP414309	OP414309.1	Monkeypox/PT0269/2022	2022-06-15	Europe	Portugal			Homo sapiens	2022-09-12		Isidro et al		IIb	hMPXV-1	B.1	0.9764919450937838	3934.0	595.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP013016	OP013016	OP013016.1	MpxV/human/CAN/UN-NML-3678/2022	2022-06-13	North America	Canada			Homo sapiens	2022-07-19		Duggan et al		IIb	hMPXV-1	B.1	0.8996242564994498	19793.0	547.0	2.0	mediocre	good	good	good	good		False	Duggan,A., Hole,D., Yadav,C., Knox,N., Chapel,M., Tyler,A., Haidl,E., Domselaar,G.V., Antonation,K., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Graham,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Jolly,G., Fafard,J., Charest,H., Levade,I.	National Microbiology Laboratory, Public Health Agency of Canada
OP279036	OP279036	OP279036.1	MpxV/human/CAN/UN-NML-4112/2022	2022-06-30	North America	Canada			Homo sapiens	2022-08-23		Duggan et al		IIb	hMPXV-1	B.1.7	0.914790907108702	16804.0	552.0	0.0	mediocre	good	good	good	good		False	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Antonation,K., Safronetz,D., Hagan,M., Peters,G., Go,A., Laminman,V., Kaplen,B., Leung,A., Griffiths,E., Jolly,G., Eshaghi,A., Gubbay,J.B., Hasso,M., Marchand-Austin,A., Olsha,R., Patel,S.N.	National Microbiology Laboratory, Public Health Agency of Canada
OP062236	OP062236	OP062236.1	MpxV/human/CAN/UN-NML-3936/2022	2022-06-30	North America	Canada			Homo sapiens	2022-07-26		Duggan et al		IIb	hMPXV-1	B.1.4	0.9954160307085376	904.0	610.0	0.0	good	good	good	good	good		False	Duggan,A., Hole,D., Yadav,C., Knox,N., Tyler,A., Haidl,E., Chapel,M., Domselaar,G.V., Graham,M., Audet,J., Fernando,L., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Antonation,K., Jolly,G., Griffiths,E., Charest,H., Levade,I., Fafard,J.	National Microbiology Laboratory, Public Health Agency of Canada
ON880539	ON880539	ON880539.1	MpxV/human/CAN/UN-NML-3339/2022	2022-06-01	North America	Canada			Homo sapiens	2022-06-30		Duggan et al		IIb	hMPXV-1	B.1	1.0	0.0	605.0	0.0	good	good	good	good	good		False	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J.	National Microbiology Laboratory, Public Health Agency of Canada
ON880541	ON880541	ON880541.1	MpxV/human/CAN/UN-NML-3344/2022	2022-06-01	North America	Canada			Homo sapiens	2022-06-30		Duggan et al		IIb	hMPXV-1	B.1	0.9681049039344046	6290.0	587.0	0.0	good	good	good	good	good		False	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J.	National Microbiology Laboratory, Public Health Agency of Canada
