strain	accession	genbank_accession_rev	strain_original	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	reverse	clade	outbreak	lineage	coverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	is_reverse_complement	authors	institution
OQ054229	OQ054229	OQ054229.1	MPXV_USA_2022_OR0006	2022-08-XX	North America	USA	Oregon		Homo sapiens	2022-12-15	SRR22708767	Gigante et al		IIb	hMPXV-1	B.1	0.9997920987378872	41.0	609.0	0.0	good	good	good	good	good		False	Gigante,C., Cogswell,K., Zhao,H., Batra,D., Hetrick,E., Howard,D., Kovar,L., Seabolt,M., Morrison,S., Desch,M., Knipe,K., Weigand,M., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Grenz,L., Li,Y.	CDC, DHCPP-PRB
OP580610	OP580610	OP580610.1	hMPX/USA/CA-LACPHL-MA00177/2022	2022-08-10	North America	USA			Homo sapiens	2022-10-04		Hemarajata et al		IIb	hMPXV-1	B.1.13	0.9880177882348168	815.0	604.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP890382	OP890382	OP890382.1	MPXV_USA_2022_MA0024	2022-XX-XX	North America	USA	Massachusetts		Homo sapiens	2022-11-24		Doucette et al		IIb	hMPXV-1	B.1	0.9724454766263204	3878.0	591.0	0.0	good	good	good	good	good		False	Doucette,M., Gagne,L., Smole,S.C.	Massachusetts State Public Health Laboratory, DPH
OP390197	OP390197	OP390197.1	hMpxV/UK/LMO-032a/2022	2022-07-11	Europe	United Kingdom	Scotland		Homo sapiens	2022-09-08		McHugh et al		IIb	hMPXV-1	B.1	0.9718471266524348	4394.0	591.0	24.0	good	mediocre	good	good	good		False	McHugh,M.P., Maloney,D., Parker,A., Mathers,K., Dewar,R., Kenicer,J., Cotton,S., Wild,J., Templeton,K.E.	Royal Infirmary of Edinburgh, Viral Genotyping Reference Laboratory
OP743999	OP743999	OP743999.1	MpxV/human/USA/WA-UW-108943/2022	2022-10-XX	North America	USA	Washington		Homo sapiens	2022-10-31	SRR22094393	Sereewit et al		IIb	hMPXV-1	B.1.2	1.0	0.0	608.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine
OP715828	OP715828	OP715828.1	MPXV/Germany/2022/RKI548	2022-06-XX	Europe	Germany			Homo sapiens	2022-10-25		Brinkmann et al		IIb	hMPXV-1	B.1.7	0.997043745468006	583.0	607.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
ON843173	ON843173	ON843173.1	Monkeypox/PT0029/2022	2022-05-27	Europe	Portugal			Homo sapiens	2022-06-24		Isidro et al		IIb	hMPXV-1	B.1	0.9995639144258122	86.0	606.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	
OP415265	OP415265	OP415265.1	MPX_7eECz2_9000326	2022-08-XX	Europe	United Kingdom			Homo sapiens	2022-09-12		Groves et al		IIb	hMPXV-1	B.1.2	1.0	0.0	612.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation
OP450994	OP450994	OP450994.1	MPXV_USA_2022_IL0045	2022-06-XX	North America	USA	Illinois		Homo sapiens	2022-09-16	SRR21677005	Gigante et al		IIb	hMPXV-1	B.1	0.9997920987378872	41.0	606.0	0.0	good	good	good	good	good		False	Gigante,C.M., Ghinai,I., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Kerins,J., Li,Y.	CDC, DHCPP-PRB
OP555621	OP555621	OP555621.1	Monkeypox/PT0550/2022	2022-08-24	Europe	Portugal			Homo sapiens	2022-09-30		Isidro et al		IIb	hMPXV-1	B.1	0.9249121490398512	14092.0	579.0	0.0	mediocre	good	good	good	good	OPG044:146-150	False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP536776	OP536776	OP536776.1	9000398	2022-09-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		IIb	hMPXV-1	B.1.7	0.9999746461875472	5.0	610.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation
OP324463	OP324463	OP324463.1	Monkeypox/PT0144/2022	2022-07-07	Europe	Portugal			Homo sapiens	2022-08-29		Isidro et al		IIb	hMPXV-1	B.1.9	0.969560212769194	4393.0	589.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP587259	OP587259	OP587259.1	MPXV/Human/USA/CA-CDPH-MPX000037/2022	2022-08-11	North America	USA			Homo sapiens	2022-10-05		Probert et al		IIb	hMPXV-1	B.1	0.9947162654848408	265.0	606.0	1.0	good	good	good	good	good		False	Probert,W., Espinosa,A., Kath,C., Haw,M., O'Neil,R., Bell,J., Hacker,J.	CDPH, VRDL
OP523998	OP523998	OP523998.1	MPXV/Germany/2022/RKI395	2022-09-XX	Europe	Germany			Homo sapiens	2022-09-26		Brinkmann et al		IIb	hMPXV-1	B.1.1	0.9994827822259632	102.0	608.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
OP055807	OP055807	OP055807.1	MpxV/human/USA/WA-UW-074372/2022	2022-07-XX	North America	USA	Washington		Homo sapiens	2022-07-25	SRR20653189	Sereewit et al		IIb	hMPXV-1	B.1	0.999944221612604	10.0	609.0	1.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.	UW Virology, Laboratory Medicine
OP881948	OP881948	OP881948.1	MPXV_USA_2022_MD0006	2022-08-XX	North America	USA	Maryland		Homo sapiens	2022-11-23	SRR22383418	Gigante et al		IIb	hMPXV-1	B.1.7	0.9997920987378872	41.0	610.0	0.0	good	good	good	good	good		False	Gigante,C., Myers,R., Zhao,H., Batra,D., Hetrick,E., Howard,D., Kovar,L., Seabolt,M., Morrison,S., Desch,M., Knipe,K., Weigand,M., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Blythe,D., Li,Y.	CDC, DHCPP-PRB
OP123048	OP123048	OP123048.1	MpxV/human/USA/WA-UW-076861/2022	2022-07-XX	North America	USA	Washington		Homo sapiens	2022-08-02	SRR20736990	Sereewit et al		IIb	hMPXV-1	B.1	1.0	0.0	606.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.	UW Virology, Laboratory Medicine
ON649715	ON649715	ON649715.1	Monkeypox/PT0017/2022	2022-05-20	Europe	Portugal			Homo sapiens	2022-06-01		Isidro et al		IIb	hMPXV-1	B.1	0.9605089017235522	7788.0	583.0	0.0	mediocre	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J.D., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Carvalho,I.L., Pelerito,A., Cordeiro,R., Gomes,J.P.	Institute National de Saude Doutor Ricardo Jorge (INSA), Portugal
OP555573	OP555573	OP555573.1	Monkeypox/PT0499/2022	2022-08-12	Europe	Portugal			Homo sapiens	2022-09-30		Isidro et al		IIb	hMPXV-1	B.1	0.9774300361545366	2841.0	594.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP324484	OP324484	OP324484.1	Monkeypox/PT0169/2022	2022-07-03	Europe	Portugal			Homo sapiens	2022-08-29		Isidro et al		IIb	hMPXV-1	B.1	0.9668524255992372	4937.0	584.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP890466	OP890466	OP890466.1	MPXV_USA_2022_MA0111	2022-XX-XX	North America	USA	Massachusetts		Homo sapiens	2022-11-24		Doucette et al		IIb	hMPXV-1	B.1	0.9370363421547698	10869.0	571.0	0.0	mediocre	good	good	good	good		False	Doucette,M., Gagne,L., Smole,S.C.	Massachusetts State Public Health Laboratory, DPH
OP442557	OP442557	OP442557.2	hMPX/Human/USA/CA-LACPHL-MA00074/2022	2022-08-19	North America	USA			Homo sapiens	2022-09-15		Hemarajata et al		IIb	hMPXV-1	B.1.11	0.975964585794766	2490.0	596.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP440539	OP440539	OP440539.1	hMPX/Human/USA/CA-LACPHL-MA00030/2022	2022-07-26	North America	USA			Homo sapiens	2022-09-15		Hemarajata et al		IIb	hMPXV-1	B.1	0.9667459395869356	5009.0	588.0	1.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP604526	OP604526	OP604526.1	MPXV_USA_2022_NC0005	2022-07-XX	North America	USA	North Carolina		Homo sapiens	2022-10-11	SRR21851084	Gigante et al		IIb	hMPXV-1	B.1	0.9997920987378872	41.0	608.0	0.0	good	good	good	good	good		False	Gigante,C.M., Pettit,D., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Knipe,K., Burroughs,S., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Deutsch-Feldman,M., Li,Y.	CDC, DHCPP-PRB
OP605571	OP605571	OP605571.1	Slovenia-MPXV-29-2022	2022-07-XX	Europe	Slovenia			Homo sapiens	2022-10-11		Zakotnik et al		IIb	hMPXV-1	B.1	0.9430350541810972	11153.0	552.0	0.0	mediocre	good	good	good	good	OPG092:116-372	False	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana, Laboratory for Diagnostics of Zoonoses and WHO Centre
OP689679	OP689679	OP689679.1	MPXV/Germany/2022/RKI526	2022-06-XX	Europe	Germany			Homo sapiens	2022-10-20		Brinkmann et al		IIb	hMPXV-1	B.1	0.9955326582458204	881.0	602.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
OP536682	OP536682	OP536682.2	MPXV-USA-IL-IDPH-021	2022-07-05	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		IIb	hMPXV-1	B.1	0.9956340734956316	762.0	603.0	0.0	good	good	good	good	good		False	Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry
OP320553	OP320553	OP320553.1	LIM-INS-013	2022-07-08	South America	Peru			Homo sapiens	2022-08-29		Padilla et al		IIb	hMPXV-1	B.1	0.9999949292375094	0.0	607.0	1.0	good	good	good	good	good		False	Padilla,C., Silva,I., Hurtado,V., Jimenez,V., Barcena,L., Lope,P., Arotinco,G.	Instituto Nacional de Salud Peru, Laboratorio de Biotecnologia y Biologia Molecular
OP555590	OP555590	OP555590.1	Monkeypox/PT0519/2022	2022-08-17	Europe	Portugal			Homo sapiens	2022-09-30		Isidro et al		IIb	hMPXV-1	B.1	0.9799400635873616	3088.0	604.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP442942	OP442942	OP442942.1	MpxV/human/USA/WA-UW-084331/2022	2022-08-XX	North America	USA	Washington		Homo sapiens	2022-09-15	SRR21236107	Sereewit et al		IIb	hMPXV-1	B.1.4	1.0	0.0	611.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine
OP722509	OP722509	OP722509.1	MPX/Human/USA/CA-LACPHL-MA00250/2022	2022-07-21	North America	USA			Homo sapiens	2022-10-27		Hemarajata et al		IIb	hMPXV-1	B.1	0.9803761491615496	2322.0	600.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP715815	OP715815	OP715815.1	MPXV/Germany/2022/RKI535	2022-06-XX	Europe	Germany			Homo sapiens	2022-10-25		Brinkmann et al		IIb	hMPXV-1	B.1.1	0.9982404454157772	347.0	609.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
OP555622	OP555622	OP555622.1	Monkeypox/PT0551/2022	2022-08-26	Europe	Portugal			Homo sapiens	2022-09-30		Isidro et al		IIb	hMPXV-1	B.1	0.9413312779842704	10826.0	585.0	0.0	mediocre	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
ON843176	ON843176	ON843176.1	Monkeypox/PT0041/2022	2022-06-02	Europe	Portugal			Homo sapiens	2022-06-24		Isidro et al		IIb	hMPXV-1	B.1	0.9997109665380384	57.0	605.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	
OP604525	OP604525	OP604525.1	MXPV_USA_2022_NJ0010	2022-07-XX	North America	USA	New Jersey		Homo sapiens	2022-10-11	SRR21851092	Gigante et al		IIb	hMPXV-1	B.1	0.9997920987378872	41.0	609.0	0.0	good	good	good	good	good		False	Gigante,C.M., Acheampong,E., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Knipe,K., Burroughs,S., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., McDermott,D., Li,Y.	CDC, DHCPP-PRB
OP626138	OP626138	OP626138.1	MPXV/Germany/2022/RKI499	2022-09-XX	Europe	Germany			Homo sapiens	2022-10-13		Brinkmann et al		IIb	hMPXV-1	B.1	0.999198819526492	158.0	609.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
OP536785	OP536785	OP536785.1	9000409	2022-09-XX	Europe	United Kingdom			Homo sapiens	2022-09-27		Groves et al		IIb	hMPXV-1	B.1.3	0.9999746461875472	0.0	612.0	5.0	good	good	good	good	good	NBT03_gp174:127-177	False	Groves,N., Osman,K.L., Lewandowski,K.S., Carter,D.P., Pullan,S.T., Myers,R., Vipond,R., Chand,M.	UKHSA, Research and Evaluation
OP594187	OP594187	OP594187.1	MPXV/Germany/2022/RKI423	2022-09-XX	Europe	Germany			Homo sapiens	2022-10-06		Brinkmann et al		IIb	hMPXV-1	B.1.1	0.995857187045216	817.0	606.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
OP722513	OP722513	OP722513.1	MPX/Human/USA/CA-LACPHL-MA00254/2022	2022-10-11	North America	USA			Homo sapiens	2022-10-27		Hemarajata et al		IIb	hMPXV-1	B.1	0.9791693076887972	2946.0	601.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OX044339	OX044339	OX044339.2	MPXV_345_R_SP_2022	2022-XX-XX	Europe	Spain			Homo sapiens	2022-07-30		Cuesta et al		IIb	hMPXV-1	B.1	1.0	0.0	605.0	0.0	good	good	good	good	good		False	Cuesta,I.	
OP442550	OP442550	OP442550.1	hMPX/Human/USA/CA-LACPHL-MA00083/2022	2022-07-13	North America	USA			Homo sapiens	2022-09-15		Hemarajata et al		IIb	hMPXV-1	B.1	0.9843110608542206	2397.0	601.0	0.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP604565	OP604565	OP604565.1	MPXV22/human/USA-NE-211	2022-08-24	North America	USA	Nebraska		Homo sapiens	2022-10-11		Tegomoh et al		IIb	hMPXV-1	B.1.3	1.0	0.0	609.0	0.0	good	good	good	good	good		False	Tegomoh,B., Cross,S.T., Chapman,R.C., Bernhard,K., McCutchen,E.L., Fauver,J.R., Pratt,C.B., Warden,D.E., Iwen,P.C., Donahue,M., Wiley,M.R.	University of Nebraska Medical Center, Environmental, Agricultural, and Occupational Health
OP628472	OP628472	OP628472.1	MpxV/human/USA/WA-UW-087291/2022	2022-08-XX	North America	USA	Washington		Homo sapiens	2022-10-13	SRR21887151	Sereewit et al		IIb	hMPXV-1	B.1	0.9999847877125284	3.0	607.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine
OP642398	OP642398	OP642398.1	ANT-LDSP-ANT-MPX-24939C	2022-09-12	South America	Colombia	Antioquia	Medellin		2022-10-17		Betancur et al		IIb	hMPXV-1	B.1.10	0.8214381696575714	29870.0	462.0	0.0	bad	good	good	good	good		False	Betancur,I.I.B., Velarde-Hoyos,C.-A.C.V., Gomez,R.R.G., Mercado-Reyes,M.M.R.	Laboratorio Departamental de Salud Publica de Antioquia, Antioquia
OP303791	OP303791	OP303791.1	MPXV_USA_2022_NE0001	2022-06-XX	North America	USA	Nebraska		Homo sapiens	2022-08-26	SRR21676854	Gigante et al		IIb	hMPXV-1	B.1.12	0.9997920987378872	41.0	612.0	0.0	good	good	good	good	good		False	Gigante,C.M., Iwen,P.C., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Weigand,M.R., Burroughs,M.S., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Donahue,M., Li,Y.	CDC, DHCPP-PRB
OP257267	OP257267	OP257267.1	MpxV/human/USA/WA-UW-084449/2022	2022-08-XX	North America	USA	Washington		Homo sapiens	2022-08-19	SRR21236142	Sereewit et al		IIb	hMPXV-1	B.1	1.0	0.0	611.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine
OP626106	OP626106	OP626106.1	MPXV/Germany/2022/RKI468	2022-06-XX	Europe	Germany			Homo sapiens	2022-10-13		Brinkmann et al		IIb	hMPXV-1	B.1.1	0.9987830170022668	240.0	607.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
OP890573	OP890573	OP890573.1	MPXV/Human/USA/CA-LACPHL-MA00316/2022	2022-11-09	North America	USA			Homo sapiens	2022-11-24		Hemarajata et al		IIb	hMPXV-1	B.1	0.9782312166280444	2742.0	594.0	3.0	good	good	good	good	good		False	Hemarajata,P., Green,N.M., Garrigues,J.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP890372	OP890372	OP890372.1	MPXV_USA_2022_MA0014	2022-XX-XX	North America	USA	Massachusetts		Homo sapiens	2022-11-24		Doucette et al		IIb	hMPXV-1	B.1.8	0.9804978474613228	2295.0	599.0	0.0	good	good	good	good	good		False	Doucette,M., Gagne,L., Smole,S.C.	Massachusetts State Public Health Laboratory, DPH
OP440550	OP440550	OP440550.1	hMPX/Human/USA/CA-LACPHL-MA00035/2022	2022-08-13	North America	USA			Homo sapiens	2022-09-15		Hemarajata et al		IIb	hMPXV-1	B.1	0.9332180579993814	12472.0	580.0	3.0	mediocre	good	good	good	good		False	Hemarajata,P., Green,N.M.	Los Angeles County Public Health Laboratories, Los Angeles County Department of Public Health
OP628451	OP628451	OP628451.1	MpxV/human/USA/WA-UW-083401/2022	2022-08-XX	North America	USA	Washington		Homo sapiens	2022-10-13	SRR21887162	Sereewit et al		IIb	hMPXV-1	B.1	1.0	0.0	608.0	0.0	good	good	good	good	good		False	Sereewit,J., Xie,H., Roychoudhury,P., Greninger,A.L.	UW Virology, Laboratory Medicine
OP752113	OP752113	OP752113.1	MPXV_USA_2022_NY0035	2022-07-XX	North America	USA	New York		Homo sapiens	2022-11-01	SRR22110850	Gigante et al		IIb	hMPXV-1	B.1.11	0.9997920987378872	41.0	612.0	0.0	good	good	good	good	good		False	Gigante,C.M., Ruiz,V., Zhao,H., Batra,D., Hetrick,E.E., Howard,D.T., Kovar,L., Seabolt,M.H., Morrison,S.S., Desch,M., Knipe,K., Weigand,M.R., Sheth,M., Burgin,A., Burroughs,M., Lee,J., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Wang,J., Li,Y.	CDC, DHCPP-PRB
OP555510	OP555510	OP555510.1	Monkeypox/PT0418/2022	2022-07-29	Europe	Portugal			Homo sapiens	2022-09-30		Isidro et al		IIb	hMPXV-1	B.1	0.934419828709643	12181.0	575.0	0.0	mediocre	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
OP324521	OP324521	OP324521.2	Monkeypox/PT0211/2022	2022-06-26	Europe	Portugal			Homo sapiens	2022-08-29		Isidro et al		IIb	hMPXV-1	B.1	0.9823892418703	2017.0	589.0	0.0	good	good	good	good	good	OPG023:526-661	False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
ON755233	ON755233	ON755233.1	MPXV/Germany/2022/RKI027	2022-06-XX	Europe	Germany			Homo sapiens	2022-06-14		Brinkmann et al		IIb	hMPXV-1	B.1.5	0.999487852988454	101.0	606.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
OP615334	OP615334	OP615334.1	MPXV/Germany/2022/ON/RKI464	2022-09-XX	Europe	Germany			Homo sapiens	2022-10-12		Brinkmann et al		IIb	hMPXV-1	B.1	0.9624104376575106	903.0	578.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses
OP587245	OP587245	OP587245.1	MPXV/Human/USA/CA-CDPH-MPX000016/2022	2022-06-17	North America	USA			Homo sapiens	2022-10-05		Probert et al		IIb	hMPXV-1	B.1.1	0.9646567854408268	5430.0	584.0	0.0	good	good	good	good	good		False	Probert,W., Espinosa,A., Kath,C., Haw,M., O'Neil,R., Bell,J., Hacker,J.	CDPH, VRDL
OP536698	OP536698	OP536698.2	MPXV-USA-IL-IDPH-037	2022-06-17	North America	USA	Illinois		Homo sapiens	2022-09-27		Gagnon et al		IIb	hMPXV-1	B.1.11	0.9872723861487052	2411.0	602.0	0.0	good	good	good	good	good		False	Gagnon,K.T.	Southern Illinois University, Molecular Biology, Microbiology, and Biochemistry
OP324528	OP324528	OP324528.1	Monkeypox/PT0218/2022	2022-06-23	Europe	Portugal			Homo sapiens	2022-08-29		Isidro et al		IIb	hMPXV-1	B.1	0.9622126779203788	6624.0	586.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases
ON983166	ON983166	ON983166.1	MpxV/human/CAN/UN-NML-3702/2022	2022-06-15	North America	Canada			Homo sapiens	2022-07-14		Duggan et al		IIb	hMPXV-1	B.1	1.0	0.0	605.0	0.0	good	good	good	good	good		False	Duggan,A., Hole,D., Yadav,C., Knox,N., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Marchand-Austin,A., Eshaghi,A., Patel,S.N., Hasso,M., Gubbay,J.B., Olsha,R.	National Microbiology Laboratory, Public Health Agency of Canada
OP890400	OP890400	OP890400.1	MPXV_USA_2022_MA0042	2022-XX-XX	North America	USA	Massachusetts		Homo sapiens	2022-11-24		Doucette et al		IIb	hMPXV-1	B.1	0.9806601118610204	2263.0	598.0	0.0	good	good	good	good	good		False	Doucette,M., Gagne,L., Smole,S.C.	Massachusetts State Public Health Laboratory, DPH
